favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str,neg,neu,pos,comp,polar,subj
0,Instagram,"b'COVID-19 update \nHome???\n100-15 204th St, Queens, NY 11423\nNo AC \nHRA CityFHEPS 311NYC Home Base Housing Connect Re\xe2\x80\xa6 https://t.co/yO4kHMVrrx'",,False,Sun Jul 26 04:12:26 +0000 2020,0,b'1287239329841111040',0.0,1.0,0.0,0.0,-0.8,1.0
0,Twitter for iPhone,b'Y\xe2\x80\x99all bunch of dam clowns. Cook some real meat Enjoy a beer wine or whiskey And screw these retards with their COVI\xe2\x80\xa6 https://t.co/2yszVRuhgS',,False,Sun Jul 26 04:12:56 +0000 2020,0,b'1287239454684524544',0.253,0.579,0.168,-0.1531,-0.09999999999999998,0.6
0,Twitter for Android,b'When does this lost soul come up for re-election? Not sure if\nthis is his first term? But either\nway if he stays in\xe2\x80\xa6 https://t.co/BlgzhUJKcp',,False,Sun Jul 26 04:07:30 +0000 2020,0,b'1287238086737485825',0.183,0.635,0.183,0.0,0.375,0.611111111111111
0,Twitter for Android,b'@realDonaldTrump wut r you going to do to protect USA against covid19 &amp; your failure to protect US?\nWut r you doing\xe2\x80\xa6 https://t.co/3IoLRuV8GY',realDonaldTrump,False,Sun Jul 26 04:10:21 +0000 2020,0,b'1287238806261731328',0.0,0.574,0.426,0.6369,0.0,0.0
0,Twitter for Android,"b""I know I was very suspicious of you but you know what I think you'll have our backs https://t.co/WZP8IhtOUr""",,False,Sun Jul 26 04:07:35 +0000 2020,0,b'1287238106878545922',0.0,1.0,0.0,0.0,0.0,0.0
0,Twitter for iPhone,b'These right wing rags assume Americans are ignorant and passive. https://t.co/Yw5hm0C4h3',,False,Sun Jul 26 04:21:02 +0000 2020,0,b'1287241493233586176',0.0,1.0,0.0,0.0,0.14285714285714285,0.26785714285714285
0,Instagram,"b'(07/25/20) 2020 Coronavirus House Arrest Day 132 - Rest In Peace, Regis Philbin. I never got to be a millionaire bu\xe2\x80\xa6 https://t.co/dAoquEniuP'",,False,Sun Jul 26 04:13:59 +0000 2020,0,b'1287239718346924033',0.179,0.821,0.0,-0.34,-0.05,0.0
0,Twitter for Android,"b""@realDonaldTrump @Hawaii_EMA @TDEM Hey, did you hear that there's a COVID-19 pandemic ravaging the nation?""",realDonaldTrump,False,Sun Jul 26 04:03:08 +0000 2020,0,b'1287236987448156163',0.0,1.0,0.0,0.0,0.0,0.0
1,Twitter for iPhone,b'This seems like it should\xe2\x80\x99ve been a headline 4 months ago. #maskup #StayAtHome #WashYourHands #SocialDistancing https://t.co/trFI4IbAWk',,False,Sun Jul 26 04:07:03 +0000 2020,0,b'1287237973478641666',0.0,0.783,0.217,0.3612,0.0,0.0
63,Twitter for iPhone,"b""we can't have shit in memphis \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/yFv9qw1sE8""",,False,Sun Jul 26 04:20:13 +0000 2020,23,b'1287241288300007425',0.0,0.406,0.594,0.4449,-0.2,0.8
0,Twitter for Android,b'@MizCoretta There are no known medical conditions aside from a severe skin condition [like a very severe burn that\xe2\x80\xa6 https://t.co/EiOnbLW3yh',MizCoretta,False,Sun Jul 26 04:16:27 +0000 2020,0,b'1287240339279970304',0.0,0.783,0.217,0.3612,0.0,0.0
0,Twitter for iPhone,b'LMFAOOOOO https://t.co/NAyQ8GscXo',,False,Sun Jul 26 04:26:23 +0000 2020,0,b'1287242841085939712',0.0,1.0,0.0,0.0,0.0,0.0
0,Twitter for Android,b'Promise of Therapudic to fight Coronavirus. #Coronavirus. @OANN @TheEconomist\nhttps://t.co/J0wHze6Am5',,False,Sun Jul 26 04:05:10 +0000 2020,0,b'1287237500788969472',0.394,0.606,0.0,-0.3818,0.0,0.0
0,Twitter for Android,"b""Thank you but we know it's not true https://t.co/hGYa4OBjW6""",,False,Sun Jul 26 04:06:11 +0000 2020,0,b'1287237755479535616',0.0,0.159,0.841,0.6486,0.35,0.65
28,Twitter for iPhone,"b'If they can choose which laws they get want to enforce, then it\xe2\x80\x99s simply a choice to enforce racist marijuana laws. https://t.co/jVeUso4U1e'",,False,Sun Jul 26 04:20:56 +0000 2020,5,b'1287241466872569856',0.28,0.629,0.091,-0.5719,0.0,0.0
2,Twitter for iPhone,b'News flash!  Well...not really. But you should still do this. #Masks4All #COVID19 #StopTheSpread https://t.co/XIBDJ8byA9',,False,Sun Jul 26 04:03:35 +0000 2020,1,b'1287237103152234499',0.0,1.0,0.0,0.0,0.0,0.0
0,Twitter for iPhone,b'#governorDesantis Anything you want to say? How about I am the worst #governor to handle a #publichealth crisis! https://t.co/ICLU5NPFaT',,False,Sun Jul 26 04:24:48 +0000 2020,0,b'1287242441888759808',0.331,0.565,0.105,-0.5859,-1.0,1.0
0,Twitter for Android,"b'Important Update: \nUpdated July 23, 2020\nhttps://t.co/eDTeWgUi3Q\n\n01\nOutbreaks of infectious diseases can happen on\xe2\x80\xa6 https://t.co/2xGSiVwPvG'",,False,Sun Jul 26 04:15:41 +0000 2020,0,b'1287240145461075968',0.0,1.0,0.0,0.0,0.0,0.0
0,Twitter for Android,b'Interesting. Sins will be found Out https://t.co/EDf92vRWzo',,False,Sun Jul 26 04:26:33 +0000 2020,0,b'1287242881040674816',0.474,0.132,0.395,-0.1531,0.0,0.0
0,Twitter for iPhone,b'Ironic. https://t.co/c7sUWk45Fy',,False,Sun Jul 26 04:18:22 +0000 2020,0,b'1287240824078520320',0.0,1.0,0.0,0.0,0.0,0.0
0,Twitter for iPhone,b'Really!!!!! #IdiotInChief https://t.co/gkYpERvDiW',,False,Sun Jul 26 04:19:33 +0000 2020,0,b'1287241118401335297',0.0,1.0,0.0,0.0,0.0,0.0
3,Twitter for iPhone,b'Vacation from COVID in the United States is a fantasy thanks to never-bad-smart-people at the White House. https://t.co/1IdYm6R8Kn',,False,Sun Jul 26 04:14:00 +0000 2020,0,b'1287239721861619712',0.0,0.762,0.238,0.3612,0.0,0.0
0,Twitter for iPhone,b'Heartless pricks!! The both of them! @realDonaldTrump @BrettFavre https://t.co/Ter7z1PWw0',,False,Sun Jul 26 04:19:08 +0000 2020,0,b'1287241016018272257',1.0,0.0,0.0,-0.6808,0.0,0.0
7,Twitter for Android,"b""#coronavirus can't stop a demo derby.  Louisa county Fairgrounds. Start time 6pm. https://t.co/fEIoibRTRA""",,False,Sun Jul 26 04:16:36 +0000 2020,1,b'1287240377376874502',0.0,0.841,0.159,0.2235,0.0,0.0
0,Twitter for iPhone,"b'Oh, you poor babies. STFU and stay home. No one is going to watch anyway.\n#Chumps https://t.co/hXEOZbq1TW'",,False,Sun Jul 26 04:09:46 +0000 2020,0,b'1287238659666714624',0.256,0.744,0.0,-0.4767,-0.4,0.6
0,Twitter for Android,b'@realDonaldTrump wut r you going to do to protect USA against covid19 &amp; your failure to protect US?\nWut r you doing\xe2\x80\xa6 https://t.co/P7UGa0Zzwq',realDonaldTrump,False,Sun Jul 26 04:09:29 +0000 2020,0,b'1287238585813360640',0.0,0.574,0.426,0.6369,0.0,0.0
0,Twitter for iPhone,b'May Jose M Perez RIP \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\x9a\x92\xf0\x9f\x95\x8a https://t.co/8bQbWaL17G',,False,Sun Jul 26 04:18:37 +0000 2020,0,b'1287240884493275136',0.0,1.0,0.0,0.0,0.0,0.0
0,Twitter for Android,"b'#trump be like : "" only 145k dead. I dont know them and you all probably dont know them so no urgency.  Even if you\xe2\x80\xa6 https://t.co/nRsKgAE2pZ'",,False,Sun Jul 26 04:19:04 +0000 2020,0,b'1287240999924830208',0.291,0.541,0.169,-0.4215,-0.2,0.4
6,Twitter for Android,b'No $hit https://t.co/3NLH93JPTi',,False,Sun Jul 26 04:02:25 +0000 2020,0,b'1287236808179200000',0.0,1.0,0.0,0.0,0.0,0.0
6,Twitter for iPhone,b'Here\xe2\x80\x99s a list of emergency shelters around #Oahu. Everyone is asked to bring a 14-day emergency supply kit that inc\xe2\x80\xa6 https://t.co/8iwnuWl2ma',,False,Sun Jul 26 04:12:41 +0000 2020,1,b'1287239393472688128',0.0,1.0,0.0,0.0,0.0,0.0
0,Twitter for Android,"b'The stories are out there, but can you really get COVID-19 twice? https://t.co/9OjSaSKJUN via @HuffPost\xe2\x80\xa6 https://t.co/jqGQUHEuct'",,False,Sun Jul 26 04:13:21 +0000 2020,0,b'1287239558271078402',0.0,1.0,0.0,0.0,0.0,0.0
0,Twitter for iPhone,"b'@tollakson However people want to spin it, there are over 800 Covid-19 deaths. The group feels it isn\xe2\x80\x99t being taken\xe2\x80\xa6 https://t.co/prLuIlX1NA'",tollakson,False,Sun Jul 26 04:24:01 +0000 2020,0,b'1287242242227351554',0.295,0.606,0.098,-0.5574,0.0,0.0
0,Twitter for Android,"b'@Factsplease123 @minhtngo You know, fuck off. 145,000 dead under the watch of your savior. Catch covid-19 and die.\xe2\x80\xa6 https://t.co/VmGaKkywS8'",Factsplease123,False,Sun Jul 26 04:19:47 +0000 2020,0,b'1287241179868934149',0.701,0.299,0.0,-0.9136,-0.30000000000000004,0.5
5,Twitter for iPhone,b'Not good. \n\n#WearAMaskSaveALife \n\n#Staycation2020 #AvoidCrowds \n#CovidCirclesSpreadCovid https://t.co/FvnhaVAvQ3',,False,Sun Jul 26 04:02:58 +0000 2020,2,b'1287236948403187712',0.0,0.58,0.42,0.4404,0.7,0.6000000000000001
0,Twitter for iPhone,b'Poor babies. \xf0\x9f\x92\x94\xf0\x9f\x98\xa2 https://t.co/YOYwnXQfyt',,False,Sun Jul 26 04:23:51 +0000 2020,0,b'1287242204419948546',0.756,0.244,0.0,-0.4767,-0.4,0.6
1,Twitter for iPhone,b'@stevecofield @AdamHillLVRJ @Bischoff_Tyler the \xe2\x80\x9cCoronavirus Mascot\xe2\x80\x9d would be the fourth most terrifying mascot in\xe2\x80\xa6 https://t.co/oRtzukORVV',stevecofield,False,Sun Jul 26 04:07:58 +0000 2020,0,b'1287238204395929600',0.0,1.0,0.0,0.0,0.0,0.0
0,Twitter for iPhone,"b'Hey Florida, shit can this asshole ASAP before he kills all of you https://t.co/EAjqNFNBCE'",,False,Sun Jul 26 04:14:24 +0000 2020,0,b'1287239822801883137',0.675,0.325,0.0,-0.8519,-0.2,0.8
0,Twitter for iPhone,b'@MrT @Hanes Mr. T vs COVID-19 https://t.co/ShigPZ81sh',MrT,False,Sun Jul 26 04:04:51 +0000 2020,0,b'1287237422120603648',0.0,1.0,0.0,0.0,0.0,0.0
1,Twitter for Android,"b""@Reuters Isn't it one of those things #TexasGOP say isn't really there, isn't really raining, there's no real wind\xe2\x80\xa6 https://t.co/yA83QxYxof""",Reuters,False,Sun Jul 26 04:25:08 +0000 2020,0,b'1287242524810240006',0.0,1.0,0.0,0.0,0.2,0.30000000000000004
0,Twitter for Android,"b""@GOPLeader He's not. This is all a campaign stunt. He waited three months to do anything about the Coronavirus and\xe2\x80\xa6 https://t.co/RbaEYWfNDy""",GOPLeader,False,Sun Jul 26 04:07:26 +0000 2020,0,b'1287238071742676993',0.0,1.0,0.0,0.0,0.0,0.0
0,Twitter for Android,b'The number of #COVID19 deaths in the USA is fast approaching the probable total of deaths from the atomic bomb drop\xe2\x80\xa6 https://t.co/WirEuhVu7u',,False,Sun Jul 26 04:06:09 +0000 2020,1,b'1287237748714332160',0.612,0.327,0.061,-0.9153,0.1,0.675
13,Twitter for iPhone,b'This has been one rough weekend. Please take Covid-19 serious...Tell your loved ones you love them and never take a\xe2\x80\xa6 https://t.co/VeqKE0XbkK',,False,Sun Jul 26 04:26:42 +0000 2020,1,b'1287242919859105792',0.0,0.543,0.457,0.8555,0.3,0.5333333333333333
0,Twitter for iPhone,b'Let there be High School Football!! https://t.co/TEsGVj1V0D',,False,Sun Jul 26 04:18:53 +0000 2020,0,b'1287240954479554560',0.0,1.0,0.0,0.0,0.16,0.5399999999999999
0,Twitter for iPhone,b'Maybe you should wonder why these people HAVE to protest or better yet just shutting the fuck up...i like that opti\xe2\x80\xa6 https://t.co/wuHIzLpD8Z',,False,Sun Jul 26 04:20:57 +0000 2020,0,b'1287241470655832069',0.307,0.391,0.302,-0.0258,0.04999999999999999,0.55
15,Twitter for Android,b'This is dangerous to spread Misinformation  without any actual proof because nurses/co-workers at my wifes hospital\xe2\x80\xa6 https://t.co/eeesWdzr1j',,False,Sun Jul 26 04:05:35 +0000 2020,0,b'1287237607051554816',0.298,0.702,0.0,-0.5267,0.0,0.1
3,Twitter for iPhone,b'This is embarrassing https://t.co/EFB3VLUfeg',,False,Sun Jul 26 04:14:49 +0000 2020,0,b'1287239928548454400',1.0,0.0,0.0,-0.296,0.0,0.0
2,Twitter for iPhone,b'All The News That Can\xe2\x80\x99t Quite Fit As Well... https://t.co/EabGDNIVCH',,False,Sun Jul 26 04:11:39 +0000 2020,0,b'1287239132633276418',0.567,0.433,0.0,-0.4449,0.4,0.4
1,Twitter for iPhone,"b'As COVID-19 spreads, most Americans support no-excuse absentee voting | Pew Research Center https://t.co/16sn1013xs'",,False,Sun Jul 26 04:17:25 +0000 2020,0,b'1287240581970886657',0.0,0.769,0.231,0.4019,-0.05,0.05
0,Tweetbot for iÎŸS,"b""From day one it was obvious: the Pandemic would first touch hub cities, then spread throughout higher country. It's\xe2\x80\xa6 https://t.co/d8Hni3t2BS""",,False,Sun Jul 26 04:10:52 +0000 2020,0,b'1287238936549453825',0.0,1.0,0.0,0.0,0.25,0.41666666666666663
0,Twitter for Android,"b'""North Korea holds emergency meeting following first suspected COVID-19 case, KCNA reports""  https://t.co/SQNTIpTbSx'",,False,Sun Jul 26 04:21:46 +0000 2020,0,b'1287241676973629441',0.167,0.833,0.0,-0.296,0.25,0.3333333333333333
0,Twitter for iPhone,"b'In Game 2 of The #NewYork #Yankees 2020 #MajorLeagueBaseball #Covid19 #Season, which was played on #Saturday #July\xe2\x80\xa6 https://t.co/z3ar7cbwKn'",,False,Sun Jul 26 04:26:23 +0000 2020,0,b'1287242837965320194',0.0,0.769,0.231,0.34,-0.4,0.4
1,Twitter for iPhone,b'And everyone wonder why we still on lockdown https://t.co/2IGKGaWm8y',,False,Sun Jul 26 04:10:58 +0000 2020,0,b'1287238959680991232',0.0,1.0,0.0,0.0,0.0,0.0
0,Twitter for iPhone,b'Well Duh https://t.co/W1xUlqdTp8',,False,Sun Jul 26 04:06:28 +0000 2020,0,b'1287237826338336773',0.0,0.323,0.677,0.2732,-0.3,0.6
0,Twitter for iPhone,b'Covid-19 fucked up a lot this year.',i_Shawty,False,Sun Jul 26 04:01:31 +0000 2020,0,b'1287236580537753602',0.538,0.462,0.0,-0.5423,-0.4,0.6
0,Twitter for iPhone,"b'If such kind of illiterates are there , nobody can save the country ... \nsomeone should educate this #RSS or #BJP i\xe2\x80\xa6 https://t.co/WpHRpOjsDA'",,False,Sun Jul 26 04:14:31 +0000 2020,1,b'1287239852187168769',0.0,0.515,0.485,0.765,0.6,0.9
0,Twitter for iPhone,"b""Family mourns the loss of Florida's youngest victim of COVID-19 https://t.co/FV9avUjaXt #protectourchildren\xe2\x80\xa6 https://t.co/D12pbFxhWT""",,False,Sun Jul 26 04:13:55 +0000 2020,0,b'1287239703809400832',0.59,0.41,0.0,-0.7351,-0.07500000000000001,0.05
4,Twitter for iPhone,b'there can\xe2\x80\x99t be a soul in town surprised at this. mf\xe2\x80\x99s been partying around the lake in big ass groups with no masks\xe2\x80\xa6 https://t.co/aXvWQVq5nm',,False,Sun Jul 26 04:14:04 +0000 2020,0,b'1287239740714913792',0.241,0.759,0.0,-0.5423,0.0,0.1
1,Twitter for Android,"b""What's important to @POTUS NOT AMERICANS dying. NOT ATTENDING @repjohnlewis funeral not CALLING PUTIN &amp; ASKING ABT\xe2\x80\xa6 https://t.co/Xy3HwG88vh""",,False,Sun Jul 26 04:17:52 +0000 2020,1,b'1287240698295488512',0.281,0.719,0.0,-0.5994,0.0,0.0
3,Twitter for Android,b'@maggieNYT @adamnagourney #trump is counting on the peak of #covid19 tragedy abating by #2020election so he can crow over being the savior',maggieNYT,False,Sun Jul 26 04:09:17 +0000 2020,1,b'1287238534861029376',0.0,1.0,0.0,0.0,0.8,0.9
0,Twitter for Android,"b""California tops nation with most cases, but its population is twice as big as Florida's. https://t.co/42z8vZhRVw vi\xe2\x80\xa6 https://t.co/ZtZZchPdaK""",,False,Sun Jul 26 04:12:46 +0000 2020,0,b'1287239413970264065',0.0,0.816,0.184,0.2023,0.25,0.3
0,Twitter for iPhone,b'Take some of Bezos\xe2\x80\x99 $13 billion recent haul. https://t.co/KegoYNtBV4',,False,Sun Jul 26 04:13:05 +0000 2020,0,b'1287239492668018688',0.0,1.0,0.0,0.0,0.0,0.25
0,Twitter for Android,"b'State health officials report more than 1,000 coronavirus cases Saturday https://t.co/kNfQWE5xE1'",,False,Sun Jul 26 04:05:00 +0000 2020,0,b'1287237456526315520',0.0,1.0,0.0,0.0,0.0,0.0
2,Twitter for iPhone,b'My results are negative for #COVID19 \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd',,False,Sun Jul 26 04:11:19 +0000 2020,0,b'1287239047505522688',0.0,1.0,0.0,0.0,0.0,0.0
2,Twitter for iPhone,b'I shared this in March and was shadow banned. My Twitter account blew up and they lied about my tweets and retweets\xe2\x80\xa6 https://t.co/YBfwmsCedN',,False,Sun Jul 26 04:17:12 +0000 2020,1,b'1287240527943888898',0.261,0.58,0.159,-0.34,0.0,0.0
1,Twitter for iPad,"b'Oh shit, he\xe2\x80\x99s alive https://t.co/p9mtZoeaXk'",,False,Sun Jul 26 04:13:24 +0000 2020,0,b'1287239572506771457',0.545,0.455,0.0,-0.5574,-0.2,0.8
2,Twitter for iPhone,b'Well https://t.co/7j0Nmin90X',,False,Sun Jul 26 04:15:24 +0000 2020,0,b'1287240073889460225',0.0,0.0,1.0,0.2732,0.0,0.0
0,Twitter for iPhone,b'Keep going guys @MeidasTouch https://t.co/7BxjGB1f74',,False,Sun Jul 26 04:24:29 +0000 2020,0,b'1287242361152712704',0.0,1.0,0.0,0.0,0.0,0.0
2,Twitter for iPhone,b'Why am I not surprised it\xe2\x80\x99s coming down to dogs to the rescue? https://t.co/Yn9z8JWQ6x',,False,Sun Jul 26 04:03:42 +0000 2020,0,b'1287237130205507585',0.0,1.0,0.0,0.0,0.0,0.0
1,Twitter for iPhone,"b'So @realDonaldTrump it\xe2\x80\x99s fine if YOUR kid\xe2\x80\x99s school stays closed. As for the average kid, tho, by God, open up! Phon\xe2\x80\xa6 https://t.co/14VDU8cBw1'",,False,Sun Jul 26 04:24:59 +0000 2020,0,b'1287242488768606218',0.0,0.698,0.302,0.4404,0.20833333333333334,0.5
1,Twitter for iPhone,b'I hate this coronavirus well actually yes everybody hates it though but dang it! Mostly ar work we can only wear th\xe2\x80\xa6 https://t.co/MXboZRSMT4',,False,Sun Jul 26 04:03:25 +0000 2020,0,b'1287237061188022272',0.361,0.537,0.102,-0.743,-0.5333333333333333,0.6333333333333333
0,Instagram,"b'Arizona is still very much not a safe place to be. My driver actually had #covid19, but he had the variation that l\xe2\x80\xa6 https://t.co/tsI4rg9kBB'",,False,Sun Jul 26 04:10:42 +0000 2020,0,b'1287238891716706304',0.0,0.734,0.266,0.4404,0.25,0.3
0,Twitter for Android,"b'Updated July 23, 2020\nhttps://t.co/eDTeWgUi3Q\n02\nThe current scientific evidence suggests that cruise ships pose a\xe2\x80\xa6 https://t.co/4IVW67VhSS'",,False,Sun Jul 26 04:23:55 +0000 2020,0,b'1287242219137589248',0.0,1.0,0.0,0.0,0.0,0.4
0,Twitter for iPhone,"b'This guy and Kemp are AWFUL! @RonDeSantisFL \xe2\x80\x94 Do something to stop the spread of COVID in your state, jerk!! https://t.co/3poQZVIK0x'",,False,Sun Jul 26 04:09:43 +0000 2020,0,b'1287238645036941312',0.397,0.603,0.0,-0.5574,0.0,0.0
0,Twitter for Android,"b""@IvankaTrump tell Jared he's a moron https://t.co/SxUIBhqLlN""",IvankaTrump,False,Sun Jul 26 04:12:48 +0000 2020,0,b'1287239419909386247',0.516,0.484,0.0,-0.4939,-0.8,1.0
4,Twitter for Android,b'Tentative Reopening Schedule Announced for New Brunswick Free Public Library @NBFPLNJ \nAn Executive Order by Mayor\xe2\x80\xa6 https://t.co/IByOJM3PXa',,False,Sun Jul 26 04:20:01 +0000 2020,2,b'1287241236240269313',0.0,0.769,0.231,0.5106,0.1787878787878788,0.4404040404040404
