day,sad,angry,surprise,fear,happy
2020-07-26,0.17799298860648566,0.0369471224072451,0.2097370727432081,0.22828805141688602,0.1084312007011392
2020-07-27,0.15868703828072592,0.03782068502350578,0.18847716588314326,0.2505255204835462,0.10485728676964426
2020-07-28,0.1610061349693259,0.03700460122699392,0.19296932515337445,0.25245398773006134,0.09715644171779142
2020-07-29,0.16814905933429872,0.03952243125904487,0.19149493487699007,0.25169175108538333,0.09534153400868316
2020-07-30,0.16923823316437417,0.039769732078204244,0.20150181028240396,0.22577118030412735,0.10128457639391755
2020-07-31,0.15433617155471516,0.042746767581204714,0.19225165562913915,0.24219962157048242,0.10328760643330183
2020-08-01,0.15694976303317595,0.0443184834123223,0.19128530805687258,0.24939146919431326,0.10301421800947853
2020-08-02,0.16182853459389834,0.044028792436613715,0.18907821229050323,0.24057155135367486,0.10019338203695724
2020-08-03,0.16539489194499044,0.038534381139489225,0.19210019646365448,0.25199607072691566,0.09675638506876218
2020-08-04,0.18352067669172986,0.04194736842105267,0.1943458646616548,0.23807894736842156,0.09301879699248097
2020-08-05,0.17087624903920115,0.0457340507302076,0.20105303612605727,0.23624519600307467,0.09492121445042258
2020-08-06,0.164033507476131,0.04291298865069363,0.1984723473248066,0.23820572869753193,0.09506215096379005
2020-08-07,0.16447393915907804,0.03645805076535558,0.1792753342375515,0.2395233481883357,0.11204223987599304
2020-08-08,0.16278634876110357,0.04812996727442735,0.1917064048620855,0.24468209443665281,0.09841514726507702
2020-08-09,0.15796969696969734,0.04330303030303032,0.1938228438228443,0.25211188811188845,0.10876923076923056
2020-08-10,0.1665796019900502,0.039734660033167536,0.1879643449419572,0.24660447761194057,0.10041459369817565
2020-08-11,0.15871293120839264,0.0434274762961469,0.19376437361307317,0.2474863828928791,0.1047528747226143
2020-08-12,0.1697138087288341,0.0504197471977105,0.17837586453613175,0.24900548533269776,0.10811352253756239
2020-08-13,0.16230316558441593,0.04245129870129873,0.18425527597402627,0.2530925324675328,0.10751826298701295
2020-08-14,0.1593651925820258,0.04675939134569671,0.19660247265810796,0.2334070375653832,0.10782691393247723
2020-08-15,0.15446523230433404,0.0440848144683505,0.20969753663860338,0.24024009978172764,0.10135640785781098
2020-08-16,0.16997482919813003,0.03826321467098164,0.21058252427184454,0.24415318230852198,0.10066882416396995
2020-08-17,0.16055484530810546,0.03938378931219639,0.1918563027358736,0.2420276144208646,0.10922270519048818
2020-08-18,0.1464106915570642,0.042032244378447256,0.2042426813746292,0.2648536274925757,0.09701315231226121
2020-08-19,0.16531771674744203,0.04366989768443727,0.17958535271944,0.2625928917609053,0.10759827679052221
2020-08-20,0.16150340136054403,0.0508197278911565,0.16526530612244883,0.24783673469387774,0.10747959183673465
2020-08-21,0.16100404312668437,0.041034366576819394,0.19007412398921825,0.24033355795148253,0.1123787061994609
2020-08-22,0.1648150757308908,0.04412821415991546,0.19991194082423383,0.23827756252201512,0.10303628038041561
2020-08-23,0.1570687418936446,0.03425680933852139,0.21161348897535695,0.2688586251621272,0.08189364461738002
2020-08-24,0.14129461756373923,0.040552407932011335,0.22059206798866876,0.2503512747875356,0.1029093484419263
2020-08-25,0.14717729393468099,0.04109642301710733,0.22817003628823265,0.24059097978227117,0.09096163815448413
2020-08-26,0.15166579223504734,0.03748688352570828,0.20162906610703052,0.25697271773347347,0.09975341028331579
2020-08-27,0.15688529088913264,0.060093304061470953,0.20473106476399594,0.2268358946212955,0.10074917672886934
2020-08-28,0.1503505761215986,0.043910272125521004,0.20321647462613424,0.23813189507232194,0.12394704584456963
2020-08-29,0.16251824817518223,0.04463138686131385,0.18721167883211656,0.25506934306569357,0.1074452554744526
2020-08-30,0.1597194465795541,0.03826287471176017,0.20806302843966168,0.2601460415065336,0.08896233666410469
2020-08-31,0.15768310475634653,0.044079369711117596,0.19678144149401838,0.2751356871899621,0.0874204843886782
2020-09-01,0.1605635062611806,0.03345557543231961,0.18949612403100793,0.2788580799045917,0.08975551580202752
2020-09-02,0.16377422480620182,0.03953972868217056,0.20391957364341134,0.2519307170542643,0.10006540697674413
2020-09-03,0.1608122205663192,0.03903626428216597,0.18959513164431224,0.2450049677098863,0.09612021857923485
2020-09-04,0.16958842443729877,0.04340192926045013,0.18638585209003208,0.23959485530546626,0.10179421221864958
2020-09-05,0.1703801295896328,0.0430194384449244,0.17399568034557228,0.250583153347732,0.10975377969762429
2020-09-06,0.16418579234972688,0.040043715846994524,0.18943169398907087,0.25508196721311455,0.11033333333333348
2020-09-07,0.16007104053489324,0.04826159632260759,0.1746510656080233,0.26993313832010046,0.11135394901796906
2020-09-08,0.1554751552795028,0.04372049689440993,0.18401552795031073,0.26014285714285756,0.10278881987577639
2020-09-09,0.1538769035532998,0.04229060913705591,0.23431895093062646,0.22928299492385842,0.08911590524534674
2020-09-10,0.16069071997399698,0.03667966845441252,0.22966195351860905,0.23054444986185618,0.08605558264261322
2020-09-11,0.15957696228338447,0.042675840978593296,0.21651630988786982,0.2492966360856274,0.09523955147808359
2020-09-12,0.1662935483870965,0.04181290322580644,0.20310967741935487,0.2424419354838709,0.09790967741935487
2020-09-13,0.15638969404186776,0.0367342995169082,0.20925925925925928,0.2455619967793885,0.0869533011272142
2020-09-14,0.15668390804597682,0.04010344827586208,0.21770689655172457,0.25925574712643673,0.08619252873563221
2020-09-15,0.15217014446227897,0.038879614767255204,0.2054125200642056,0.2380417335473518,0.09128410914927775
2020-09-16,0.1637063513885071,0.0400522408578499,0.22363211437998395,0.24566125927962654,0.08706901292273844
2020-09-17,0.1717855598789456,0.038240380458279336,0.2183398184176398,0.23765023778642483,0.0860484219628187
2020-09-18,0.15639490790899233,0.039517876489707476,0.21182015167930707,0.24119176598049868,0.0917118093174431
2020-09-19,0.154556689951639,0.044465341214400836,0.19585706609349804,0.2586458893068243,0.09030628694250406
2020-09-20,0.1791200406917599,0.036469989827060005,0.19975584944048808,0.24799593082400806,0.0900559511698882
2020-09-21,0.15721844293272857,0.04144368858654571,0.20512093726379446,0.25789493575207884,0.08809523809523821
2020-09-22,0.17038521603331622,0.03795419052576784,0.20273815720978683,0.25548412285268113,0.09361009890681929
2020-09-23,0.17756427246223153,0.03622846541213887,0.19425655976676387,0.24798303737079314,0.0936363636363636
2020-09-24,0.15627437079049958,0.04594470046082948,0.20142148174406216,0.24053881602268726,0.0930272952853599
2020-09-25,0.15048501577287063,0.038158517350157725,0.20061119873817007,0.2531861198738172,0.10674290220820196
2020-09-26,0.15513986013986014,0.04117569930069928,0.18757430069930062,0.24411276223776232,0.09533216783216797
2020-09-27,0.1787463726059199,0.046134648868253025,0.186564132327336,0.25619268717353433,0.08296575739988393
2020-09-28,0.1639176293319939,0.043932697137117,0.1995228528377698,0.24908086388749337,0.09492214967353096
2020-09-29,0.16427701186277635,0.03758255851234368,0.18058672651490862,0.2613241423533189,0.0983905097787752
2020-09-30,0.1646013585984982,0.03873793350017875,0.24126564175902784,0.23082230961744715,0.08424025741866292
2020-10-01,0.16331904947409417,0.03971951694585117,0.21572652902220493,0.21933774834437075,0.0961472536034282
2020-10-02,0.1352319941429486,0.03461974924498942,0.30903907751441256,0.2081330648851461,0.07774503523382484
2020-10-03,0.15587967820916424,0.038920368427188996,0.24228984493412534,0.2059647895534566,0.0836166491780345
2020-10-04,0.160462192314504,0.03668496546839035,0.23308305294846846,0.23094386399858333,0.08902248981760205
2020-10-05,0.15433972755073724,0.04412566027244925,0.23695023630803425,0.23220739505143118,0.08385877119822079
2020-10-06,0.155122104733132,0.036711983887210496,0.24003524672708962,0.2276699395770391,0.08716893252769399
2020-10-07,0.15428252660487524,0.03654308273257813,0.2316117404737387,0.23005835907998637,0.08775317542052849
2020-10-08,0.1451201341031854,0.0476066306574782,0.218919724343453,0.23910039113428974,0.07617992177314205
2020-10-09,0.15806150061500648,0.041466174661746694,0.20857318573185757,0.23137761377613802,0.09127675276752763
2020-10-10,0.16498217922606948,0.04139511201629329,0.21943737270875788,0.22421843177189466,0.09592922606924635
2020-10-11,0.15160583941605807,0.05043211678832114,0.23210510948905164,0.2311912408759132,0.08483503649635038
2020-10-12,0.15779725387087323,0.04261174408413673,0.2029243353783232,0.2395647093193109,0.0951709027169149
2020-10-13,0.1544505928853756,0.040851119894598206,0.20036627140974989,0.22788669301712808,0.09358366271409743
2020-10-14,0.14568330362447995,0.040528817587641104,0.2065300059417707,0.23811051693404653,0.08596553773024364
2020-10-15,0.16545971247074528,0.05990972918756278,0.19103978602474073,0.2410030090270813,0.09069541959210974
2020-10-16,0.16367598982927692,0.038815837268434426,0.21013803123864863,0.22946603705049035,0.10252815110788244
2020-10-17,0.16070386579139298,0.038526622902990505,0.18971553610503267,0.24120714806710447,0.10033916849015319
2020-10-18,0.16345474613686511,0.04192788815305371,0.21534952170713734,0.23468359087564405,0.11088300220750553
2020-10-19,0.16883835078534,0.04436518324607331,0.19273560209424073,0.24121073298429316,0.10277159685863879
2020-10-20,0.17190362269309611,0.04282980177717019,0.19827751196172236,0.23846548188653452,0.0863089542036912
2020-10-21,0.15279374825565148,0.041127546748534756,0.19579402735138174,0.24208763605916855,0.1021071727602567
2020-10-22,0.16068127962085293,0.044982227488151665,0.18510367298578215,0.2317120853080571,0.10906101895734586
2020-10-23,0.1517503519474426,0.050183012670108,0.23441576724542523,0.2179563585171284,0.08744955419990606
2020-10-24,0.16632788559754874,0.048255873340143064,0.20504341164453574,0.21934882533197175,0.09800817160367715
2020-10-25,0.1547442405310429,0.0423096446700508,0.20604060913705663,0.22732721593127686,0.08106403748535718
2020-10-26,0.1671501333980114,0.04536017463012371,0.20684938151831236,0.227720106718409,0.07696580160077614
2020-10-27,0.16772349272349282,0.04199324324324327,0.19172037422037413,0.22510654885654924,0.08614864864864863
2020-10-28,0.16365157078743411,0.0424010607915137,0.20937372501020046,0.22566095471236242,0.0902855977152182
2020-10-29,0.16443683409436843,0.04242009132420093,0.19775240994419108,0.23233130390664683,0.10110603754439358
2020-10-30,0.15657910689028126,0.040624368559304944,0.1973408769448378,0.23060820367751086,0.09405536472014532
2020-10-31,0.16435222196096902,0.03931577709851872,0.20733364683752684,0.22641664707265474,0.08521043968963071
2020-11-01,0.15663571649644048,0.03448467966573815,0.22993500464252567,0.2180470442587436,0.09716186939028162
2020-11-02,0.16080836236933777,0.04263763066202089,0.21654006968641148,0.22310801393728222,0.09520905923344958
2020-11-03,0.16516129032258037,0.04325117796303008,0.1910837259876765,0.2363791228706052,0.10279086625588989
2020-11-04,0.15945528455284544,0.04618292682926828,0.19366666666666646,0.21738211382113817,0.09599593495934958
2020-11-05,0.15288258376094138,0.05382734681557506,0.19515846664654407,0.23022638092363462,0.09305463326290367
2020-11-06,0.14930933852140058,0.04719844357976655,0.19270103761348897,0.22159857328145283,0.09695201037613495
2020-11-07,0.15657071339173984,0.04310179390905307,0.20442845223195716,0.2301981643721324,0.09222361284939495
2020-11-08,0.1607535211267604,0.04608802816901406,0.19258802816901402,0.2228661971830986,0.09625000000000013
2020-11-09,0.1433965062623605,0.04271094264996709,0.21105471324983524,0.21385135135135155,0.10513348714568231
2020-11-10,0.15748241571671126,0.04216347319912686,0.1954887218045115,0.22017463012369676,0.10492602473926738
2020-11-11,0.16906925452139449,0.044971327745919734,0.17590648434053877,0.22407587119541283,0.09754080282311416
2020-11-12,0.174072289156627,0.04553356282271948,0.17781239242685082,0.2238984509466442,0.101512908777969
2020-11-13,0.1671337482920909,0.04733262486716263,0.1909974191589496,0.2125535144982542,0.09659177167147422
2020-11-14,0.17469296375266577,0.05179957356076767,0.2022942430703631,0.21461833688699414,0.09662473347547956
2020-11-15,0.18031134686346892,0.043607011070110765,0.1770133763837641,0.21559271217712223,0.1021817343173431
2020-11-16,0.16961762563729096,0.041476693372177756,0.19151493080844914,0.2256737072104878,0.11664056809905328
2020-11-17,0.16336946187488158,0.0440045636052482,0.19436775052291347,0.22088039551245486,0.1008956075299486
2020-11-18,0.1676393547356658,0.047415748283021864,0.17816642708832514,0.2171106851940587,0.1212394186232234
2020-11-19,0.17157987332864233,0.047079521463758,0.17326354679803013,0.23112068965517238,0.09682617874736094
2020-11-20,0.16020804438280226,0.04430478502080452,0.19504507628294082,0.21902045769764222,0.11107489597780869
2020-11-21,0.16788541666666712,0.04029791666666669,0.20507500000000034,0.2092104166666671,0.09944791666666658
2020-11-22,0.16635729058945198,0.039560496380558446,0.1935625646328855,0.22261892450879045,0.09960703205791098
2020-11-23,0.1600850960369562,0.043829321663019734,0.18951373693168033,0.2112302455628498,0.11048383175297818
2020-11-24,0.17251345119139164,0.04828337176530879,0.16950038431975423,0.23995388162951622,0.10492954137842667
2020-11-25,0.167528886554622,0.05065388655462186,0.17191701680672278,0.23668067226890782,0.1033823529411764
2020-11-26,0.15208253358925125,0.04710812539987205,0.17514395393474078,0.24006717850287954,0.10111004478566857
2020-11-27,0.16303209459459456,0.03559121621621621,0.17807854729729714,0.22879645270270255,0.10437077702702717
2020-11-28,0.17509376195943344,0.040619977037887466,0.15997321086873312,0.22468809797168007,0.09689628779181031
2020-11-29,0.17097014925373116,0.03554595443833463,0.16450117831893146,0.24506677140612732,0.1019206598586018
2020-11-30,0.16077784691972602,0.050479153702551384,0.17643746110765393,0.23053204729309287,0.09914125700062225
2020-12-01,0.15682677949228474,0.0456022896963664,0.1985291189646596,0.23055998008959716,0.10699352911896456
2020-12-02,0.15339446952595928,0.04427765237020319,0.17920993227990964,0.2211851015801356,0.11397291196388248
2020-12-03,0.1502310498581275,0.03563032022699638,0.19022699635184476,0.23422172679367645,0.10820226996351831
2020-12-04,0.16942112125162972,0.04416949152542374,0.16561929595827907,0.2446544980443288,0.10502216427640144
2020-12-05,0.176616561902159,0.047832741186116495,0.16527193222191872,0.2282071604263463,0.11051106859797744
2020-12-06,0.17250502152080366,0.03912195121951218,0.22091822094691535,0.21347202295552392,0.09787661406025819
2020-12-07,0.16567193675889347,0.038243577075098845,0.1932386363636367,0.2234189723320165,0.09370553359683784
2020-12-08,0.15677111966281893,0.035684442001099534,0.20806670331684102,0.21865493861095842,0.09764705882352925
2020-12-09,0.16078250863061005,0.036451093210586906,0.17590103567318804,0.228016110471807,0.10616800920598377
2020-12-10,0.17654670094258795,0.041728791773778966,0.17623179091688115,0.23775492716366803,0.10319622964867169
2020-12-11,0.1811372231226367,0.042071853052404115,0.17253376553214503,0.25220691518098354,0.09907617504051856
2020-12-12,0.14714182518661206,0.03227546352034673,0.17480616421863748,0.20210209487117786,0.14058511919094638
2020-12-13,0.15096764875794338,0.03684864240323511,0.21085210860774142,0.21508665511265193,0.1227296360485268
2020-12-14,0.1385107376283846,0.03873716153127919,0.23626984126984182,0.22316993464052318,0.1022035480859009
2020-12-15,0.13656526005888114,0.03248037291462218,0.20282139352306228,0.20963444553483845,0.11656280667320891
2020-12-16,0.15165415415415406,0.03945195195195197,0.19343093093093142,0.22507507507507554,0.11391891891891875
2020-12-17,0.14812416376772813,0.039387208991169376,0.1936713941664438,0.23549371153331605,0.10139684238694117
2020-12-18,0.15838320463320488,0.04060569498069501,0.20666988416988444,0.2289189189189191,0.10416505791505784
2020-12-19,0.16133257403189064,0.0377619589977221,0.18816628701594537,0.2341486332574033,0.09751708428246009
2020-12-20,0.15076828895010702,0.03352004897459441,0.19039485766758507,0.24813896541169264,0.0966391184573003
2020-12-21,0.14931510286000998,0.03752634219769193,0.18561966884094347,0.2360035122930258,0.100137982940291
2020-12-22,0.14516991504247873,0.03956271864067969,0.19205147426286875,0.26862068965517283,0.09431284357821079
2020-12-23,0.1594579732914378,0.04164440953129094,0.19954962031945575,0.23965959675307724,0.09693637077769048
2020-12-24,0.16314384151593442,0.044879414298018935,0.16840654608096464,0.24850129198966417,0.10976744186046519
2020-12-25,0.1592236740968488,0.0405457340507302,0.17693312836279798,0.23513451191391238,0.12181398923904692
2020-12-26,0.17493498049414832,0.041046814044213266,0.1905266579973992,0.23241222366710002,0.09927178153446034
2020-12-27,0.17340297308155864,0.04296504620329448,0.18175974286862173,0.22091201285656878,0.09416633186018487
2020-12-28,0.1552591036414565,0.03782913165266105,0.18731092436974767,0.2657107843137256,0.09330882352941186
2020-12-29,0.14135916542473895,0.043856929955290634,0.19404172876304024,0.23285543964232494,0.09273025335320417
2020-12-30,0.16399203980099558,0.06372139303482587,0.17192238805970184,0.20849552238806,0.09853134328358192
2020-12-31,0.15678380922497623,0.0532695324756825,0.18193285221211158,0.24098525258864154,0.10458738625666775
2021-01-01,0.1617445608380336,0.04034246575342464,0.17889202256244952,0.22152699435938747,0.10981466559226442
2021-01-02,0.17578523489932876,0.04659507829977627,0.16877852348993283,0.23638478747203556,0.09646532438478765
2021-01-03,0.15624570024570028,0.03757739557739557,0.18905159705159696,0.25486486486486487,0.09950859950859953
2021-01-04,0.15490574929311965,0.036131008482563606,0.187893496701225,0.26546182846371363,0.09694627709707833
2021-01-05,0.1595775599864817,0.0420682663061845,0.17828658330517047,0.2405204460966544,0.09931057789793857
2021-01-06,0.16204366000928924,0.050106827682303755,0.1875150952159777,0.2414212726428238,0.09792382721783563
2021-01-07,0.16644792293798932,0.04400361228175795,0.1775496688741721,0.26813365442504505,0.09597230583985553
2021-01-08,0.16678832116788309,0.042463503649635026,0.16716697080291953,0.23660583941605817,0.10321167883211692
2021-01-09,0.1655562026790916,0.03889924286546301,0.16267326732673285,0.24200931857891633,0.10261502620850321
2021-01-10,0.18947547683923713,0.038726158038147114,0.1688283378746596,0.2533923705722071,0.09980245231607633
2021-01-11,0.1473586744639377,0.050950292397660815,0.1775974658869395,0.26036062378167624,0.09673489278752447
2021-01-12,0.17063636363636348,0.04317207792207791,0.18039610389610394,0.23695779220779248,0.09599675324675323
2021-01-13,0.17349288486416553,0.048607158257869744,0.17851660198361352,0.23524363949978438,0.09803363518758099
2021-01-14,0.15661757719714964,0.041624703087885975,0.17415201900237529,0.2421805225653205,0.10619002375296921
2021-01-15,0.14822924600152312,0.04194211728865192,0.1893564356435641,0.230034272658035,0.10173648134044186
2021-01-16,0.1559227871939737,0.03969397363465158,0.1755461393596986,0.2422834274952918,0.1116902071563089
2021-01-17,0.16649572649572666,0.04163614163614162,0.1726312576312578,0.23931623931623935,0.11217948717948721
2021-01-18,0.16167647058823542,0.03640588235294116,0.18597058823529417,0.24265294117647063,0.10057058823529419
2021-01-19,0.16947679324894507,0.04250210970464134,0.19650210970464113,0.23080590717299587,0.09832067510548531
2021-01-20,0.16618746964545886,0.047115104419621155,0.1846818844099077,0.24589606605148107,0.10460903351141342
2021-01-21,0.15223456790123438,0.039534979423868306,0.1912551440329216,0.2357037037037036,0.10930041152263392
2021-01-22,0.14809618441971364,0.041065182829888705,0.18144276629570713,0.23577503974562794,0.11296899841017502
2021-01-23,0.14974635725849977,0.04055585536967079,0.19859686994063666,0.23983270372369134,0.09409066378845118
2021-01-24,0.15485279187817255,0.04689340101522841,0.20225380710659896,0.24834010152284233,0.0984974619289341
2021-01-25,0.15169120928157082,0.04062025881302989,0.18300312360553303,0.24880410531012923,0.0961624274877288
2021-01-26,0.14038834951456308,0.037369814651368044,0.2099470432480139,0.2452471315092675,0.11162842012356587
2021-01-27,0.15672347677886664,0.0397741798040051,0.1774051981252662,0.23611844908393687,0.10499360886237767
2021-01-28,0.16793657688966107,0.04072111207645524,0.17178105994787127,0.25330147697654204,0.10914856646394443
2021-01-29,0.15196504487482293,0.041190363722248456,0.18295229097779872,0.24377893245158222,0.11617383089277293
2021-01-30,0.14202277657266826,0.04158893709327547,0.18729934924078082,0.25667570498915404,0.10567787418655103
2021-01-31,0.1444863964464188,0.055485841199333696,0.16261521377012764,0.23799555802332023,0.10699611327040535
2021-02-01,0.16767543859649128,0.04055372807017543,0.17843750000000003,0.2564638157894736,0.08289473684210527
2021-02-02,0.15371022727272737,0.041943181818181824,0.14672727272727287,0.24929545454545438,0.09826136363636366
2021-02-03,0.16450455275843603,0.02740224959828601,0.17306909480449928,0.2457471880021423,0.10555972147830749
2021-02-04,0.16308688613059918,0.038213707501349156,0.18633567188343228,0.2369562871019965,0.1035402050728549
2021-02-05,0.13955474070193824,0.04026191723415399,0.17439497118910438,0.24645887899423774,0.10508119434258782
2021-02-06,0.15469824789098,0.035171966255678117,0.17507462686567166,0.25447761194029844,0.09656716417910446
2021-02-07,0.15491133384734002,0.038565921356977624,0.18595990747879723,0.2352582883577487,0.11274479568234384
2021-02-08,0.15360126582278502,0.04274683544303795,0.19279113924050625,0.23428481012658234,0.10202531645569629
2021-02-09,0.14350522193211496,0.044732375979112254,0.18779373368146224,0.23181462140992176,0.10327676240208879
2021-02-10,0.1631342434584757,0.04058589306029577,0.17379408418657566,0.23911831626848673,0.1161092150170649
2021-02-11,0.1570711297071131,0.04035564853556484,0.18543410041840996,0.24154811715481148,0.111610878661088
2021-02-12,0.16573601303639324,0.0439272134709397,0.1919011406844107,0.23205866376969034,0.08468223791417706
2021-02-13,0.164538258575198,0.04256816182937553,0.1872471416007037,0.24169744942832014,0.11548812664907653
2021-02-14,0.16008411214953275,0.038065420560747645,0.16350467289719625,0.25296261682243,0.11685046728971962
2021-02-15,0.14638467677573833,0.04248204309656821,0.1809816440542699,0.2539584996009577,0.10044692737430165
2021-02-16,0.14886551465063866,0.03881292261457549,0.17787377911344862,0.25203606311044324,0.10256198347107437
2021-02-17,0.1436152882205515,0.0425814536340852,0.20437343358395985,0.24637218045112785,0.10568295739348377
2021-02-18,0.1388323917137477,0.04383553044569991,0.19640301318267414,0.24203389830508465,0.10662900188323923
2021-02-19,0.14552526595744694,0.040498670212765944,0.1871143617021277,0.2578922872340424,0.09929521276595743
2021-02-20,0.1490831191088261,0.04441302485004284,0.15950299914310198,0.2578748928877462,0.09231362467866319
2021-02-21,0.1633771569433032,0.029580936729663096,0.1773623664749385,0.265176663927691,0.11926047658175844
2021-02-22,0.16945214105793474,0.044540302267002486,0.16981108312342588,0.2477896725440805,0.10090050377833756
2021-02-23,0.17864718614718614,0.051179653679653665,0.17775432900432905,0.24531385281385265,0.10966450216450233
2021-02-24,0.15880496054114998,0.04080045095828635,0.1836753100338218,0.2371645997745206,0.11022547914317936
2021-02-25,0.1694883720930232,0.04490697674418604,0.16318604651162785,0.22779069767441854,0.11509302325581393
